Portuguese Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
seqüente,0,0,0,0,0,0,0,0,0,0
sequestrado,0,0,0,0,0,0,0,0,0,0
sequestro,0,0,0,0,0,1,0,1,0,0
sereno,0,0,0,0,0,1,0,0,0,1
serenidade,0,1,0,0,1,0,1,0,0,1
sargento,0,0,0,0,0,0,0,0,0,0
serial,0,1,0,0,0,0,0,0,0,0
Series,0,0,0,0,0,0,0,0,0,1
serifa,0,0,0,0,0,0,0,0,0,0
gravidade,0,0,0,1,0,0,0,1,0,0
sermão,0,0,0,0,0,0,1,0,0,1
serpente,0,0,1,1,0,1,0,0,0,0
serpentina,0,0,0,0,0,0,0,0,0,0
serrilhado,0,0,0,0,0,0,0,0,0,0
sérum,0,0,0,0,0,0,1,0,0,0
servo,0,0,0,0,0,1,0,0,0,1
servir,0,0,0,0,0,1,0,0,0,1
serviço,0,0,0,0,0,0,0,0,0,0
útil,0,0,0,0,0,0,0,0,0,0
servil,0,0,1,1,0,1,0,1,0,0
servidão,0,0,0,0,0,1,0,0,0,0
sessão,0,0,0,0,0,0,0,0,0,0
sessão,0,0,0,0,0,0,0,0,0,0
sessões,0,0,0,0,0,0,0,0,0,0
definir,0,0,0,0,0,0,0,0,0,0
revés,0,0,0,0,0,1,0,1,0,0
definir,0,0,0,0,0,0,0,0,0,0
normatizador,0,0,0,0,0,0,0,0,0,0
resolver,0,0,0,0,0,0,0,0,0,0
assentou,0,0,0,0,0,0,0,0,0,0
colono,0,0,0,0,0,0,0,0,0,0
instituidor,0,0,0,1,0,0,1,0,0,0
sétimo,0,0,0,0,0,0,0,0,0,0
setenta,0,0,0,0,0,0,0,0,0,0
cortar,0,0,0,0,0,1,0,0,0,0
separável,0,0,0,0,0,0,0,0,0,0
separadamente,0,0,0,0,0,0,0,0,0,0
separação,0,0,0,0,0,0,0,1,0,0
severamente,0,0,0,0,0,0,0,0,0,0
gravidade,0,0,0,0,0,0,0,0,0,0
costurar,0,0,0,0,0,0,0,0,0,0
esgoto,0,0,1,0,0,1,0,0,0,0
esgoto,0,0,1,0,0,0,0,0,0,0
sistema de esgoto,0,0,1,0,0,1,0,0,0,0
sexo,0,1,0,0,1,0,1,0,0,1
sexualidade,0,0,0,0,0,0,0,0,0,0
sexy,0,0,0,0,0,0,0,0,0,0
gasto,0,0,1,0,0,1,0,0,0,0
barraco,0,0,1,0,0,1,0,1,0,0
algemar,1,1,1,1,0,1,0,1,0,0
sombra,0,0,0,0,0,0,0,0,0,0
tons,0,0,0,0,0,0,0,0,0,0
sombreamento,0,0,0,0,0,0,0,0,0,0
sombra,0,0,0,0,0,0,0,0,0,0
sombrio,0,0,0,0,0,0,0,0,0,0
sombrio,0,0,0,1,0,1,0,0,0,0
haste,0,0,0,0,0,0,0,0,0,0
transar,0,0,0,0,0,0,0,0,0,0
desgrenhado,0,0,0,0,0,0,0,0,0,0
sacudir,0,0,0,0,0,0,0,0,0,0
abalado,0,0,0,0,0,0,0,0,0,0
tremendo,0,0,0,1,0,1,0,0,0,0
instável,1,1,0,1,0,1,0,0,0,0
farsa,1,0,1,0,0,1,0,0,0,0
xamã,0,0,0,0,0,0,0,0,0,0
confusão,0,0,0,0,0,1,0,0,0,0
vergonha,0,0,1,1,0,1,0,1,0,0
vergonhoso,0,0,0,0,0,1,0,1,0,0
desavergonhado,0,0,1,0,0,1,0,0,0,0
Xangai,0,0,1,1,0,1,0,0,0,0
pernil,0,0,0,1,0,0,0,0,0,0
barraco,0,0,0,0,0,0,0,0,0,0
forma,0,0,0,0,0,0,1,0,0,0
bem torneado,0,0,0,0,0,0,1,0,0,0
compartilhar,0,1,0,0,1,0,1,0,0,1
acionista,0,0,0,0,0,0,0,0,0,0
Tubarão,0,0,0,0,0,1,0,0,0,0
afiado,1,1,0,0,0,0,0,0,0,0
afiado,0,0,0,0,0,0,0,0,0,0
apontador,0,0,0,0,0,0,0,0,0,0
nitidez,0,0,0,0,0,0,0,0,0,0
quebrar,1,0,0,1,0,1,0,1,1,0
estilhaçado,0,0,0,0,0,1,0,1,0,0
barbear,0,0,0,0,0,0,0,0,0,0
barbear,0,0,0,0,0,0,0,0,0,0
xaile,0,0,0,0,0,0,0,0,0,0
maço,0,0,0,0,0,0,0,0,0,0
cisalhamento,0,0,0,0,0,0,0,0,0,0
tesoura de jardim,0,0,0,0,0,0,0,0,0,0
bainha,0,0,0,0,0,0,0,0,0,0
revestimento,0,0,0,0,0,0,0,0,0,0
cabana,0,0,0,0,0,1,0,0,0,0
brilho,0,0,0,0,0,0,0,0,0,0
ovelha,0,0,0,0,0,0,0,0,0,0
puro,0,0,0,0,0,0,0,0,0,0
Folha,0,0,0,0,0,0,0,0,0,0
prateleira,0,0,0,0,0,0,0,0,0,0
Concha,1,0,0,1,0,1,0,1,1,0
marisco,0,0,0,0,0,0,0,0,0,0
abrigo,0,0,0,0,0,0,1,0,0,1
arquivado,0,0,0,0,0,1,0,0,0,0
pastor,0,0,0,0,0,0,1,0,0,1
xerife,0,0,0,0,0,0,0,0,0,1
xerez,0,0,0,0,0,0,0,0,0,0
escudo,0,0,0,0,0,0,0,0,0,0
mudança,0,0,0,0,0,0,0,0,0,0
mudando,0,0,0,0,0,0,0,0,0,0
xelim,0,0,0,0,0,0,0,0,0,0
cintilar,0,0,0,0,0,0,0,0,0,0
canela,0,0,0,0,0,0,0,0,0,0
brilhar,0,0,0,0,0,0,1,0,0,0
telha,0,0,0,0,0,0,0,0,0,0
brilhando,0,1,0,0,1,0,1,0,0,0
brilhante,0,0,0,0,0,0,0,0,0,0
navio,0,1,0,0,0,0,0,0,0,0
envio,0,0,0,0,0,0,0,0,0,0
envio,0,0,0,0,0,0,0,0,0,0
naufrágio,0,0,0,1,0,1,0,1,0,0
condado,0,0,0,0,0,0,0,0,0,0
camisa,0,0,0,0,0,0,0,0,0,0
merda,1,0,1,0,0,1,0,0,0,0
arrepio,1,1,0,1,0,1,0,1,0,0
estremecendo,0,0,0,0,0,0,0,0,0,0
bancos de areia,0,0,0,0,0,0,0,0,0,0
choque,1,0,0,1,0,1,0,0,1,0
chocantemente,0,0,0,0,0,0,0,0,1,0
má qualidade,1,0,1,0,0,1,0,0,0,0
sapato,0,0,0,0,0,0,0,0,0,0
sapateiro,0,0,0,0,0,0,0,0,0,0
atirar,1,0,0,1,0,1,0,0,0,0
atirador,0,0,0,1,0,0,0,0,0,0
filmagem,1,0,0,1,0,1,0,0,0,0
fazer compras,0,0,0,0,0,0,0,0,0,0
lojista,0,0,0,0,0,0,0,0,0,1
furto,1,0,1,0,0,1,0,0,0,0
Shopping,0,1,0,0,1,0,1,0,1,1
costa,0,0,0,0,0,0,0,0,0,0
tosquiado,0,0,0,0,0,0,0,0,0,0
curto,0,0,0,0,0,0,0,0,0,0
falta,1,0,0,1,0,1,0,1,0,0
deficiência,0,0,0,0,0,1,0,0,0,0
encurtar,0,0,0,0,0,0,0,0,0,0
Encurtando,0,0,0,0,0,0,0,0,0,0
forma abreviada,0,0,0,0,0,0,0,0,0,0
Em breve,0,1,0,0,0,0,0,0,0,0
brevidade,0,0,0,0,0,0,0,0,0,0
calção,0,0,0,0,0,0,0,0,0,0
tomada,1,0,0,1,0,1,0,1,1,0
espingarda,0,0,0,0,0,0,0,0,0,0
ombro,0,0,0,0,0,0,1,0,0,1
gritar,1,0,0,0,0,0,0,0,1,0
empurrão,1,0,0,0,0,1,0,0,0,0
pá,0,0,0,0,0,0,0,0,0,0
cavando,0,0,0,0,0,0,0,0,0,0
mostrar,0,0,0,0,0,0,0,0,0,1
banho,0,0,0,0,0,0,0,0,0,0
mostrando,0,0,0,0,0,0,0,0,0,0
vistoso,0,0,0,0,0,1,0,0,0,0
estilhaços,0,0,0,1,0,0,0,0,0,0
Destruir,0,0,0,0,0,0,0,0,0,0
astuto,0,0,0,0,0,0,1,0,0,0
gritar,1,0,0,1,0,1,0,1,1,0
estridente,1,0,0,1,0,1,0,0,1,0
camarão,0,0,0,0,0,0,0,0,0,0
santuário,0,0,0,0,0,0,0,0,0,0
Psiquiatra,0,0,0,1,0,1,0,1,0,0
encolhendo,0,0,0,0,0,0,0,0,0,0
mortalha,0,0,0,0,0,0,0,1,0,0
arbusto,0,0,0,0,0,0,0,0,0,0
arbustos,0,0,0,0,0,0,0,0,0,0
dar de ombros,0,0,0,0,0,0,0,0,0,0
encolhido,0,0,0,0,0,1,0,0,0,0
estremecer,0,0,0,1,0,1,0,0,0,0
embaralhar,0,0,0,0,0,0,0,0,0,0
embaralhando,0,0,0,0,0,0,0,0,0,0
evitar,1,0,1,0,0,1,0,1,0,0
derivação,0,0,0,0,0,0,0,0,0,0
fechar,0,0,0,0,0,0,0,0,0,0
obturador,0,0,0,0,0,0,0,0,0,0
transporte,0,0,0,0,0,0,0,0,0,0
irmão,0,0,0,0,0,0,0,0,0,1
sic,0,0,0,0,0,0,0,0,0,0
doente,0,0,1,0,0,1,0,1,0,0
doentio,1,0,1,1,0,1,0,1,0,0
foice,0,0,0,0,0,0,0,0,0,0
doentio,0,0,1,0,0,1,0,1,0,0
doença,0,0,1,1,0,1,0,1,0,0
lado,0,0,0,0,0,0,0,0,0,0
aparador,0,0,0,0,0,0,0,0,0,0
contornar,0,0,0,0,0,0,0,0,0,0
lateralmente,0,0,0,0,0,0,0,0,0,0
cerco,0,0,0,0,0,0,0,0,0,0
siesta,0,0,0,0,0,0,0,0,0,0
peneira,0,0,0,0,0,0,0,0,0,0
peneirar,0,0,0,0,0,0,0,0,0,0
suspirar,0,0,0,0,0,0,0,0,0,0
visão,0,0,0,0,0,0,0,0,0,0
sinal,0,0,0,0,0,0,0,0,0,0
sinal,0,0,0,0,0,0,0,0,0,0
assinatura,0,0,0,0,0,0,0,0,0,1
significado,0,0,0,0,0,0,0,0,0,0
significativo,0,0,0,0,0,0,0,0,0,0
significação,0,0,0,0,0,0,0,0,0,0
significar,0,1,0,0,0,0,0,0,0,0
placa de sinalização,0,0,0,0,0,0,0,0,0,0
silencioso,0,0,0,0,0,0,0,0,0,0
silenciosamente,0,0,0,0,0,0,0,0,0,0
silhueta,0,0,0,0,0,0,0,0,0,0
seda,0,0,0,0,0,0,1,0,0,0
sedoso,0,0,0,0,0,0,0,0,0,0
sedoso,0,0,0,0,0,0,0,0,0,0
peitoril,0,0,0,0,0,0,0,0,0,0
tolice,0,0,0,0,0,0,0,0,0,0
boba,0,0,0,0,1,1,0,0,0,0
lodo,0,0,0,0,0,0,0,0,0,0
prata,0,0,0,0,0,0,0,0,0,0
prateado,0,0,0,0,0,0,0,0,0,0
semelhante,0,0,0,0,0,0,0,0,0,0
semelhança,0,0,0,0,0,0,0,0,0,0
símile,0,0,0,0,0,0,0,0,0,0
ferver,1,1,0,0,0,0,0,0,0,0
fervendo,0,1,0,0,0,0,0,0,0,0
simples,0,0,0,0,0,0,0,0,0,0
simples,0,0,0,0,0,0,0,0,0,0
simplificar,0,1,0,0,1,0,1,0,1,1
simplesmente,0,0,0,0,0,0,0,0,0,0
simular,0,0,0,0,0,0,0,0,0,0
simulado,0,0,0,0,0,0,0,0,0,0
simulando,0,0,0,0,0,0,0,0,0,0
simulação,0,0,0,0,0,0,0,0,0,0
simultâneo,0,0,0,0,0,0,0,0,0,0
simultaneamente,0,0,0,0,0,0,0,0,0,0
pecado,1,0,1,1,0,1,0,1,0,0
sincero,0,0,0,0,0,0,1,0,0,1
sinceridade,0,0,0,0,0,0,1,0,0,0
pecaminoso,1,0,1,1,0,1,0,1,0,0
canta,0,1,0,0,1,0,1,1,0,1
cantor,0,0,0,0,0,0,0,0,0,0
solteiro,0,0,0,0,0,0,0,0,0,0
sozinho,0,0,0,0,0,0,1,0,0,0
singular,0,0,0,0,0,0,0,0,0,0
singularidade,0,0,0,0,0,0,0,0,0,0
singularmente,0,0,0,0,0,0,0,0,1,0
sinistro,1,0,1,1,0,1,0,0,0,0
afundar,0,0,0,0,0,0,0,0,0,0
pecador,1,0,1,1,0,1,0,1,0,0
pecando,0,0,1,0,0,1,0,0,0,0
seio,0,0,0,0,0,0,0,0,0,0
trago,0,0,0,0,0,0,0,0,0,0
sifão,0,0,0,0,0,0,0,0,0,0
Senhor,0,0,0,0,0,0,1,0,0,1
pai,0,0,0,0,0,0,0,0,0,0
sirene,0,0,0,1,0,1,0,0,0,0
maricas,0,0,0,0,0,1,0,0,0,0
irmã,0,0,0,0,0,0,0,0,0,0
irmandade,1,0,0,0,0,0,1,1,1,1
local,0,0,0,0,0,0,0,0,0,0
sith,0,0,0,0,0,0,0,0,0,0
sentado,0,0,0,0,0,0,0,0,0,0
situar,0,0,0,0,0,0,0,0,0,0
situado,0,0,0,0,0,0,0,0,0,0
situação,0,0,0,0,0,0,0,0,0,0
sexto,0,0,0,0,0,0,0,0,0,0
sessenta,0,0,0,0,0,0,0,0,0,0
Tamanho,0,0,0,0,0,0,0,0,0,0
chiar,1,0,0,0,0,0,0,0,0,0
patim,0,0,0,0,0,0,0,0,0,0
patinação,0,0,0,0,0,0,0,0,0,0
meada,0,0,0,0,0,0,0,0,0,0
esqueleto,0,0,0,0,0,0,0,0,0,0
cético,0,0,0,0,0,0,0,0,0,0
cético,0,0,0,0,0,1,0,0,0,0
ceticismo,0,0,0,0,0,0,0,0,0,0
retrato falado,0,0,0,0,0,0,0,0,0,0
esboçado,0,0,0,0,0,1,0,0,0,0
torto,1,1,0,0,0,1,0,0,0,0
espeto,0,0,0,0,0,0,0,0,0,0
esqui,0,0,0,0,0,0,0,0,0,0
derrapar,1,0,0,1,0,1,0,1,0,0
esquife,0,0,0,0,0,0,0,0,0,0
habilidade,0,0,0,0,0,0,0,0,0,0
especializado,0,0,0,0,0,0,1,0,0,0
frigideira,0,0,0,0,0,0,0,0,0,0
hábil,0,0,0,0,0,0,1,0,0,1
desnatar,0,0,0,0,0,0,0,0,0,0
pele,0,0,0,0,0,0,0,0,0,0
magro,0,0,0,0,0,0,0,0,0,0
pular,0,0,0,0,0,1,0,0,0,0
capitão,0,0,0,0,0,0,0,0,0,0
escaramuça,1,0,0,0,0,1,0,0,0,0
saia,0,0,0,0,0,0,0,0,0,0
contorno,0,0,0,0,0,0,0,0,0,0
saias,0,0,0,0,0,0,0,0,0,0
esquete,0,0,0,0,0,0,0,0,0,0
crânio,0,0,0,0,0,0,0,0,0,0
Skunk,0,0,0,0,0,0,0,0,0,0
céu,0,0,0,0,0,0,1,0,0,0
arranha-céu,0,0,0,0,0,0,0,0,0,0
laje,0,0,0,0,0,0,0,0,0,0
folga,0,0,0,0,0,1,0,0,0,0
escória,0,0,0,0,0,1,0,0,0,0
bater,1,0,0,1,0,1,0,0,1,0
calúnia,1,0,1,0,0,1,0,0,0,0
calunioso,0,0,0,0,0,1,0,0,0,0
gíria,0,0,0,0,0,0,0,0,0,0
inclinação,0,0,0,0,0,0,0,0,0,0
tapa,1,0,0,0,0,1,0,0,1,0
golpear,1,0,0,0,0,0,0,0,0,0
barras,0,0,0,0,0,0,0,0,0,0
ardósia,0,0,0,0,0,0,1,0,0,0
lousas,0,0,0,0,0,0,0,0,0,0
abate,1,0,1,1,0,1,0,1,1,0
matadouro,1,0,1,1,0,1,0,1,0,0
abate,1,0,1,1,0,1,0,1,1,0
escravo,1,0,0,1,0,1,0,1,0,0
escravidão,1,0,1,1,0,1,0,1,0,0
Arrasar,1,0,0,0,0,1,0,0,0,0
assassino,1,0,1,1,0,1,0,1,1,0
trenó,0,0,0,0,0,0,0,0,0,0
lustroso,0,0,0,0,0,0,1,0,0,0
dorme,0,0,0,0,0,0,0,0,0,0
dorminhoco,0,0,0,0,0,0,0,0,0,0
adormecido,0,0,0,0,0,0,0,0,0,0
insônia,0,0,0,0,0,0,0,0,0,0
sonolento,0,0,0,0,0,0,0,0,0,0
granizo,0,0,0,0,0,1,0,0,0,0
manga,0,0,0,0,0,0,0,0,0,0
sem mangas,0,0,0,0,0,0,0,0,0,0
trenó,0,0,0,0,0,0,0,0,0,0
prestidigitação,0,0,0,0,0,0,0,0,0,0
delgado,0,0,0,0,0,0,1,0,0,0
investigar,0,0,0,0,0,0,0,0,0,0
fatiar,0,0,0,0,0,0,0,0,0,0
liso,0,0,0,0,0,0,0,0,0,0
deslizar,0,0,0,0,0,0,0,0,0,0
deslizando,0,0,0,0,0,0,0,0,0,0
pouco,0,0,0,0,0,0,0,0,0,0
um pouco,0,0,0,0,0,0,0,0,0,0
afinar,0,0,0,0,0,0,1,0,0,0
lodo,0,0,1,0,0,0,0,0,0,0
viscoso,0,0,1,0,0,1,0,0,0,0
Funda,0,0,0,0,0,0,0,0,0,0
esgueirar-se,0,0,0,0,0,1,0,0,0,0
escorregar,0,0,0,0,0,1,0,0,1,0
chinelo,0,0,0,0,0,0,0,0,0,0
chinelos,0,0,0,0,0,0,0,0,0,0
fenda,0,0,0,0,0,0,0,0,0,0
lasca,0,0,0,0,0,0,0,0,0,0
slogan,0,0,0,0,0,0,0,0,0,0
saveiro,0,0,0,0,0,0,0,0,0,0
despejar,0,0,1,0,0,1,0,0,0,0
declive,0,0,0,0,0,0,0,0,0,0
desleixado,0,0,1,0,0,1,0,0,0,0
slot,0,0,0,0,0,0,0,0,0,0
bicho-preguiça,0,0,1,0,0,1,0,0,0,0
desleixo,0,0,0,0,0,1,0,0,0,0
lamaçal,0,0,0,0,0,1,0,0,0,0
lento,0,0,0,0,0,0,0,0,0,0
devagar,0,0,0,0,0,0,0,0,0,0
lentidão,0,0,0,0,0,1,0,0,0,0
lama,0,0,1,0,0,1,0,0,0,0
lesma,0,0,1,0,0,1,0,0,0,0
lerdo,0,0,0,0,0,1,0,1,0,0
eclusa,0,0,0,0,0,0,0,0,0,0
favela,0,0,1,0,0,1,0,0,0,0
cochilar,0,0,0,0,0,0,0,0,0,0
queda,0,0,0,0,0,1,0,1,0,0
insultar,1,0,1,0,0,1,0,1,0,0
lama,0,0,1,0,0,1,0,0,1,0
vagabunda,1,0,1,0,0,1,0,0,0,0
astuto,1,0,1,1,0,1,0,0,0,0
bater,1,0,0,0,0,1,0,0,0,0
pequena,0,0,0,0,0,1,0,0,0,0
menor,0,0,0,0,0,0,0,0,0,0
menor,0,0,0,0,0,0,0,0,0,0
esmagar,1,0,0,1,0,1,0,0,0,0
esmagado,0,0,0,0,0,1,0,0,0,0
pouquíssimo,0,0,0,0,0,1,0,0,0,0
manchar,0,0,0,0,0,0,0,0,0,0
cheiro,1,0,1,0,0,1,0,0,0,0
cheirando,0,0,1,0,0,1,0,0,0,0
cheirava,0,0,0,0,0,0,0,0,0,0
sorriso,0,0,0,0,1,0,1,0,1,1
sorridente,0,0,0,0,1,0,1,0,0,0
sorriso pretensioso,0,0,0,0,0,1,0,0,0,0
desbaratar,1,0,0,1,0,1,0,1,0,0
ferreiro,0,0,0,0,0,0,0,0,0,1
ferido,0,0,0,0,0,0,1,0,0,0
fumante,0,0,0,0,0,1,0,0,0,0
esfumaçado,0,0,0,0,0,0,0,0,0,0
fumar,0,0,0,0,0,0,0,0,0,0
esfumaçado,0,0,0,0,0,0,0,0,0,0
fumegante,0,0,0,0,0,0,0,0,0,0
suavemente,0,0,0,0,0,0,0,0,0,0
Suavidade,0,0,0,0,0,0,1,0,0,0
sufocar,1,0,0,0,0,1,0,0,0,0
mancha,0,0,0,0,0,1,0,0,0,0
presunçoso,0,0,0,0,0,1,0,0,0,0
contrabandear,0,0,0,1,0,1,0,0,0,0
contrabandista,1,0,1,1,0,1,0,0,0,0
contrabando,0,0,0,0,0,1,0,0,0,0
obscenidade,0,0,1,1,0,1,0,0,0,0
lanche,0,0,0,0,0,0,0,0,0,0
lanches,0,0,0,0,0,0,0,0,0,0
prender,0,0,0,0,0,1,0,0,1,0
empecilhos,0,0,0,0,0,1,0,0,0,0
lesma,0,0,0,0,0,0,0,0,0,0
cobra,0,0,1,1,0,1,0,0,0,0
foto,0,0,0,0,0,0,0,0,0,0
instantâneo,0,0,0,0,0,0,0,0,0,0
laço,0,0,0,1,0,1,0,0,0,0
rosnar,1,0,1,0,0,1,0,0,0,0
rosnando,1,0,0,0,0,1,0,0,0,0
arrebatar,0,0,0,0,0,0,0,0,0,0
esgueirar-se,1,0,0,1,0,1,0,0,1,0
tênis,0,0,0,0,0,0,0,0,0,0
esgueirar-se,0,1,0,1,0,1,0,0,0,1
zombar,1,0,1,0,0,1,0,0,0,0
espirrar,0,0,1,0,0,1,0,0,1,0
espirrando,0,0,0,0,0,0,0,0,0,0
risadinha,0,0,0,0,0,0,1,0,0,0
sarcástico,0,0,0,0,0,1,0,0,0,0
fungar,0,0,0,0,0,0,0,0,0,0
recorte,0,0,0,0,0,0,0,0,0,0
narceja,0,0,0,0,0,0,0,0,0,0
trecho,0,0,0,0,0,0,0,0,0,0
esnobe,0,0,0,0,0,1,0,0,0,0
bisbilhoteiro,0,0,0,0,0,0,0,0,0,0
soneca,0,0,0,0,0,0,0,0,0,0
ronco,0,0,0,0,0,0,0,0,0,0
bufar,0,0,0,0,0,0,0,1,0,0
focinho,0,0,0,0,0,0,0,0,0,0
neve,0,0,0,0,0,0,0,0,0,0
bola de neve,0,0,0,0,0,0,0,0,0,0
floco de neve,0,0,0,0,0,0,0,0,0,0
Nevado,0,0,0,0,0,0,0,0,0,0
rapé,0,0,0,0,0,0,0,0,0,0
absorver,0,0,0,0,0,1,0,0,0,0
imersão,0,0,0,0,0,0,0,0,0,0
sabão,0,0,0,0,0,0,0,0,0,0
ensaboado,0,0,0,0,0,0,0,0,0,0
subindo,0,0,0,0,0,0,0,0,0,0
soluço,0,0,0,0,0,1,0,1,0,0
sobriedade,0,0,0,0,0,0,1,0,0,1
soc,0,0,0,0,0,0,0,0,0,0
futebol,0,0,0,0,0,0,0,0,0,0
sociável,0,0,0,0,0,0,1,0,0,0
social,0,0,0,0,0,0,0,0,0,0
socialismo,0,0,1,1,0,0,0,0,0,0
socialista,1,0,1,1,0,1,0,1,0,0
sociedade,0,0,0,0,0,0,0,0,0,0
meia,0,0,0,0,0,0,0,0,0,0
soquete,0,0,0,0,0,0,0,0,0,0
grama,0,0,0,0,0,0,0,0,0,0
sofá,0,0,0,0,0,0,0,0,0,0
amolecimento,0,0,0,0,0,0,0,0,0,0
suavidade,0,0,0,0,0,0,0,0,0,0
encharcado,0,0,0,0,0,0,0,0,0,0
solo,0,0,1,0,0,1,0,0,0,0
sujo,0,0,1,0,0,1,0,0,0,0
estada,0,0,0,0,0,0,0,0,0,0
consolo,0,0,0,0,0,0,1,0,0,0
solar,0,0,0,0,0,0,0,0,0,0
solda,0,0,0,0,0,0,0,0,0,0
de solda,0,0,0,0,0,0,0,0,0,0
soldado,1,0,0,0,0,0,1,1,0,0
único,0,0,0,0,0,0,0,0,0,0
solicitar,0,0,0,0,0,0,0,0,0,0
solicitação,0,0,0,0,0,0,0,0,0,0
procurador,0,0,0,0,0,0,0,0,0,0
sólido,0,0,0,0,0,0,1,0,0,0
solidariedade,0,0,0,0,0,0,0,0,0,1
solidificação,0,0,0,0,0,0,0,0,0,0
solidificado,0,0,0,0,0,0,0,0,0,0
solidificar,0,0,0,0,0,0,0,0,0,0
solidez,0,0,0,0,0,0,1,0,0,1
solitário,0,0,0,0,0,0,0,0,0,0
solitário,0,0,0,0,0,0,0,0,0,0
solidão,0,0,0,0,0,0,0,0,0,0
só,0,0,0,0,0,0,0,0,0,0
solubilidade,0,0,0,0,0,0,0,0,0,0
solúvel,0,0,0,0,0,0,0,0,0,0
solução,0,0,0,0,0,0,1,0,0,0
resolver,0,0,0,0,0,0,0,0,0,0
solvência,0,0,0,0,0,0,1,0,0,0
solvente,0,0,0,0,0,0,0,0,0,0
somático,0,0,0,0,0,1,0,0,1,0
sombrio,0,0,0,0,0,1,0,1,0,0
filho,0,0,0,0,0,0,0,0,0,0
sonar,0,1,0,0,0,0,1,0,0,0
sonata,0,0,0,0,0,0,1,0,0,0
música,0,0,0,0,0,0,0,0,0,0
soneto,0,0,0,0,1,0,1,1,0,0
sonoro,0,0,0,0,1,0,1,0,0,0
fuligem,0,0,1,0,0,1,0,0,0,0
acalmar,0,0,0,0,0,0,1,0,0,0
suavizante,0,0,0,0,1,0,1,0,0,1
segundo ano,0,0,0,0,0,0,0,0,0,0
soprano,0,0,0,0,0,0,0,0,0,0
feiticeiro,0,0,0,0,0,0,0,0,0,0
feitiçaria,0,1,0,1,0,1,0,0,1,0
sórdido,1,0,1,1,0,1,0,1,0,0
dolorido,1,0,0,0,0,1,0,1,0,0
dolorosamente,0,0,0,0,0,1,0,1,0,0
dor,0,0,1,0,0,1,0,1,0,0
sorgo,0,0,0,0,0,0,0,0,0,0
irmandade,0,0,0,0,0,0,0,0,0,0
tristeza,0,0,0,1,0,1,0,1,0,0
triste,0,0,0,0,0,1,0,1,0,0
ordenar,0,0,0,0,0,0,0,0,0,0
classificador,0,0,0,0,0,0,1,0,0,0
surtida,0,0,0,1,0,1,0,0,0,0
Ordenação,0,0,0,0,0,0,0,0,0,0
sou,0,0,0,0,0,0,0,0,0,0
Desumano,0,0,1,1,0,1,0,1,0,0
alma gêmea,0,0,0,1,0,1,0,0,0,0
som,0,0,0,0,0,0,0,0,0,0
soando,0,0,0,0,0,0,0,0,0,0
solidez,0,1,0,0,1,0,1,0,0,1
sopa,0,0,0,0,0,0,1,0,0,0
azedo,0,0,1,0,0,1,0,0,0,0
fonte,0,0,0,0,0,0,0,0,0,0
lembrança,0,0,0,0,0,0,0,0,0,0
soberano,0,0,0,0,0,0,0,0,0,1
soberania,0,0,0,0,0,0,0,0,0,0
semear,0,0,0,0,0,0,0,0,0,0
spa,0,1,0,0,1,0,1,0,1,1
espaço,0,0,0,0,0,0,0,0,0,0
espaçoso,0,0,0,0,0,0,1,0,0,0
pá,0,0,0,0,0,0,0,0,0,0
período,0,0,0,0,0,0,0,0,0,0
spaniel,0,0,0,0,1,0,1,0,0,1
palmada,1,0,0,1,0,1,0,1,0,0
palmada,1,0,0,0,0,0,0,0,0,0
treinar,0,0,0,0,0,0,0,0,0,0
poupar,0,0,0,0,0,0,0,0,0,0
com moderação,0,0,0,0,0,0,0,0,0,0
fagulha,0,0,0,0,0,0,0,0,0,0
brilhar,0,1,0,0,1,0,1,0,1,0
sparring,0,0,0,0,0,0,0,0,0,0
escasso,0,0,0,0,0,0,0,0,0,0
espasmo,0,0,0,1,0,1,0,0,0,0
cuspiu,1,0,0,0,0,1,0,0,0,0
espátula,0,0,0,0,0,0,0,0,0,0
gerar,0,0,0,0,0,0,0,0,0,0
palestrante,0,0,0,0,0,0,0,0,0,0
Falando,0,0,0,0,0,0,0,0,0,0
lança,1,1,0,1,0,1,0,0,0,0
especial,0,0,0,0,1,0,1,0,0,0
especialista,0,0,0,0,0,0,0,0,0,1
especialidade,0,0,0,0,0,0,0,0,0,0
especializar,0,0,0,0,0,0,0,0,0,1
especialmente,0,0,0,0,0,0,0,0,0,0
espécie,0,0,0,0,0,0,1,0,0,0
espécies,0,0,0,0,0,0,0,0,0,0
específico,0,0,0,0,0,0,0,0,0,0
especificação,0,0,0,0,0,0,0,0,0,0
espécime,0,0,0,0,0,0,0,0,0,0
mancha,0,0,1,0,0,1,0,0,0,0
salpicado,0,0,0,0,0,0,0,0,0,0
especificações,0,0,0,0,0,0,0,0,0,0
espetáculo,0,0,0,0,0,1,1,0,0,0
óculos,0,0,0,0,0,0,0,0,0,0
espetacular,0,1,0,0,0,0,0,0,1,0
espectador,0,0,0,0,0,0,0,0,0,0
espectro,0,0,0,1,0,1,0,1,0,0
espectral,0,0,0,0,0,1,0,0,0,0
espectrômetro,0,0,0,0,0,0,0,0,0,0
espectrofotômetro,0,0,0,0,0,0,0,0,0,0
espectroscopia,0,0,0,0,0,0,0,0,0,0
espectro,0,0,0,0,0,0,0,0,0,0
